Date,Campaign,AdWords Campaign ID,Sessions,Clicks,Cost,Impressions,Transactions,Revenue,Quantity,HotelName
20161124,"P - Warbrook House, Hook Brand [UK] (S) ^KW ^RLSA-B *AD",700007945,10,8,2.58,20,0,0,0,Warbrook House
20161127,DV Alexandra House General [UK] (S) ^KW *AD,685552230,10,10,17.87,623,0,0,0,De Vere Alexandra House
20161127,DV Tortworth Estate Brand + City [UK] (S) ^KW *AD,685510691,10,6,1.98,86,0,0,0,De Vere Tortworth Estate
20161128,DV Alexandra House General [UK] (S) ^KW *AD,685552230,10,12,21.15,375,0,0,0,De Vere Alexandra House
20161128,DV Wokefield Estate General [UK] (S) ^KW ^RLSA-B *AD,692789758,10,10,7.64,556,0,0,0,De Vere Wokefield Estate
20161128,"P - Sunningdale Park, Ascot General [UK] (S) ^KW ^RLSA-B *AD",708573827,10,12,18.37,353,0,0,0,Sunningdale Park
20161128,"P - Warbrook House, Hook Brand [UK] (S) ^KW ^RLSA-B *AD",700007945,10,9,4.51,28,0,0,0,Warbrook House
20161128,PHB Principal Hayley Brand [WW-UK] (S) ^KW ^RLSA-B *AD,692715556,10,11,7.71,69,0,0,0,Principal
20161129,DV Latimer Estate Remarketing [UK] (C) ^REM *NM,692789746,10,8,9.49,4299,0,0,0,De Vere Latimer Estate
20161129,DV Wokefield Estate General [UK] (S) ^KW ^RLSA-B *AD,692789758,10,7,9.16,528,1,74.17,1,De Vere Wokefield Estate
20161130,DV Cotswold Water Park General [UK] (S) ^KW *AD,685552287,10,9,10.42,847,0,0,0,De Vere Cotswold Water Park
20161130,DV Tortworth Estate Brand + City [UK] (S) ^KW *AD,685510691,10,10,7.46,79,0,0,0,De Vere Tortworth Estate
20161130,PHB Principal Brand [WW-UK] (S) ^KW ^RLSA-B *AD,692255215,10,9,8.57,439,0,0,0,Principal
20161126,DV Wokefield Estate General [UK] (S) ^KW ^RLSA-B *AD,692789758,9,7,16.88,532,0,0,0,De Vere Wokefield Estate
20161126,DV Wotton House [UK] (C) ^REM *NM,685552212,9,7,4.56,2200,0,0,0,De Vere Wotton House
20161126,Principal York [UK] (C) ^REM *NM,693220992,9,11,5.16,2977,0,0,0,The Principal York
20161128,DV Tortworth Estate Brand + City [UK] (S) ^KW *AD,685510691,9,8,5.64,87,0,0,0,De Vere Tortworth Estate
20161128,"P - Cheadle House, Cheadle General [UK] (S) ^KW ^RLSA-B *AD",708573809,9,8,9.52,561,0,0,0,Cheadle House
20161129,DV Cotswold Water Park Brand [WW-UK] (S) ^KW *AD,685552281,9,7,2.86,174,0,0,0,De Vere Cotswold Water Park
20161129,P - Grand Central Hotel General [UK] (S) ^RLSA ^KW *AD,704060554,9,9,6,839,0,0,0,Grand Central Hotel
20161129,PHB Principal Brand [WW-UK] (S) ^KW ^RLSA-B *AD,692255215,9,8,7.54,507,0,0,0,Principal
20161130,DV Wokefield Estate General [UK] (S) ^KW ^RLSA-B *AD,692789758,9,7,11.69,548,0,0,0,De Vere Wokefield Estate
20161124,DV Cotswold Water Park Brand [WW-UK] (S) ^KW *AD,685552281,8,9,8.79,226,0,0,0,De Vere Cotswold Water Park
20161124,DV Wotton House [UK] (C) ^REM *NM,685552212,8,8,6.58,3504,0,0,0,De Vere Wotton House
20161125,Principal York [UK] (C) ^REM *NM,693220992,8,9,3.95,2593,0,0,0,The Principal York
20161126,DV Alexandra House General [UK] (S) ^KW *AD,685552230,8,11,19.81,464,0,0,0,De Vere Alexandra House
20161126,Principal Edinburgh [UK] (C) ^REM *NM,693220971,8,8,1.81,1212,0,0,0,The Principal Edinburgh George…
20161127,Principal Edinburgh [UK] (C) ^REM *NM,693220971,8,8,1.51,1287,0,0,0,The Principal Edinburgh George…
20161128,"P - Gorse Hill, Woking General [UK] (S) ^KW ^RLSA-B *AD",708573812,8,8,13.12,221,0,0,0,Gorse Hill
20161129,DV Oxford Thames General [UK] (S) ^KW *NM,685510706,8,8,24.17,895,0,0,0,De Vere Oxford Thames
20161129,"P - Blythswood Square, Glasgow General [UK] (S) ^KW ^RLSA-B *AD",685551972,8,7,5.96,83,0,0,0,Blythswood Square Hotel
20161129,"P - Warbrook House, Hook Brand [UK] (S) ^KW ^RLSA-B *AD",700007945,8,7,2.69,20,0,0,0,Warbrook House
20161130,DV Latimer Estate Remarketing [UK] (C) ^REM *NM,692789746,8,8,10.78,2530,0,0,0,De Vere Latimer Estate
20161130,DV Wotton House [UK] (C) ^REM *NM,685552212,8,5,3.65,3278,0,0,0,De Vere Wotton House
20161130,P - Grand Central Hotel General [UK] (S) ^RLSA ^KW *AD,704060554,8,8,6,175,0,0,0,Grand Central Hotel
20161130,P - Grand Central Hotel PH Brand + City [UK] (S) ^KW ^RLSA-B *AD,704060551,8,7,2.5,25,2,329.17,4,Grand Central Hotel
20161130,"P - Hartsfield Manor, Betchworth General [UK] (S) ^KW ^RLSA-B *AD",708573815,8,8,9.54,322,0,0,0,Hartsfield Manor
20161124,DV Tortworth Estate Brand [WW-UK] (S) ^KW *AD,685552293,7,7,2.86,44,2,184.5,3,De Vere Tortworth Estate
20161125,DV Oxford Thames Brand [WW-UK] (S) ^KW *AD,685510703,7,8,5.05,68,0,0,0,De Vere Oxford Thames
20161125,PHB Principal Hayley Brand [WW-UK] (S) ^KW ^RLSA-B *AD,692715556,7,6,3.5,63,0,0,0,Principal
20161126,Principal Edinburgh PH Brand + City [UK] (S) ^KW ^RLSA-B *AD,693220977,7,2,0.7,5,0,0,0,The Principal Edinburgh George…
20161128,DV Selsdon Estate General [UK] (S) ^KW *AD,685552044,7,8,16.74,309,0,0,0,De Vere Selsdon Estate
20161128,"P - Blythswood Square, Glasgow General [UK] (S) ^KW ^RLSA-B *AD",685551972,7,7,5.99,49,0,0,0,Blythswood Square Hotel
20161128,P - Grand Central Hotel General [UK] (S) ^RLSA ^KW *AD,704060554,7,8,6.41,652,0,0,0,Grand Central Hotel
20161129,DV Beaumont Estate [UK] (C) ^REM *NM,685552041,7,5,1.37,1861,0,0,0,De Vere Beaumont Estate
20161130,"P - Warbrook House, Hook Brand [UK] (S) ^KW ^RLSA-B *AD",700007945,7,5,2.2,12,0,0,0,Warbrook House
20161124,DV Devonport House - All Visitors [UK] ^REM *NM,692789728,6,8,3.31,1041,0,0,0,De Vere Devonport House
20161125,DV Alexandra House [UK] (C) ^REM *NM,699825560,6,7,1.53,381,0,0,0,De Vere Alexandra House
20161125,DV Wotton House [UK] (C) ^REM *NM,685552212,6,5,4.15,2546,0,0,0,De Vere Wotton House
20161127,DV Cotswold Water Park Brand [WW-UK] (S) ^KW *AD,685552281,6,5,3.54,102,1,49.5,1,De Vere Cotswold Water Park
20161127,DV Devonport House - All Visitors [UK] ^REM *NM,692789728,6,8,3.1,1043,0,0,0,De Vere Devonport House
20161127,DV Latimer Estate Remarketing [UK] (C) ^REM *NM,692789746,6,5,5.48,2823,0,0,0,De Vere Latimer Estate
20161127,PHB Principal Hayley Brand [WW-UK] (S) ^KW ^RLSA-B *AD,692715556,6,5,1.63,34,0,0,0,Principal
20161127,Principal Manchester [UK] (C) ^REM *NM,693220983,6,7,2.01,1525,0,0,0,The Principal Manchester
20161128,DV Latimer Estate Remarketing [UK] (C) ^REM *NM,692789746,6,7,11.48,2186,0,0,0,De Vere Latimer Estate
20161128,DV Wotton House [UK] (C) ^REM *NM,685552212,6,6,6.45,3497,0,0,0,De Vere Wotton House
20161129,DV Oxford Thames Brand [WW-UK] (S) ^KW *AD,685510703,6,5,3.51,72,0,0,0,De Vere Oxford Thames
20161129,"P - Hartsfield Manor, Betchworth General [UK] (S) ^KW ^RLSA-B *AD",708573815,6,5,9.73,315,0,0,0,Hartsfield Manor
20161129,PHB Principal Hayley Brand [WW-UK] (S) ^KW ^RLSA-B *AD,692715556,6,6,2.09,47,0,0,0,Principal
20161130,DV Cotswold Water Park Brand [WW-UK] (S) ^KW *AD,685552281,6,8,2.88,126,0,0,0,De Vere Cotswold Water Park
20161130,DV Oxford Thames Brand [WW-UK] (S) ^KW *AD,685510703,6,4,2.35,100,0,0,0,De Vere Oxford Thames
20161130,"P - Blythswood Square, Glasgow General [UK] (S) ^KW ^RLSA-B *AD",685551972,6,8,9.96,155,0,0,0,Blythswood Square Hotel
20161124,DV Selsdon Estate General [UK] (S) ^KW *AD,685552044,5,6,16.34,326,0,0,0,De Vere Selsdon Estate
20161125,DV Cotswold Water Park Brand [WW-UK] (S) ^KW *AD,685552281,5,8,4.81,163,0,0,0,De Vere Cotswold Water Park
20161125,DV Devonport House - All Visitors [UK] ^REM *NM,692789728,5,4,1.76,998,0,0,0,De Vere Devonport House
20161125,DV Tortworth Estate Brand [WW-UK] (S) ^KW *AD,685552293,5,5,1.67,63,1,140,2,De Vere Tortworth Estate
20161125,Principal Manchester [UK] (C) ^REM *NM,693220983,5,5,2.19,1671,0,0,0,The Principal Manchester
20161126,DV Alexandra House [UK] (C) ^REM *NM,699825560,5,2,0.85,363,0,0,0,De Vere Alexandra House
20161126,DV Cotswold Water Park Brand [WW-UK] (S) ^KW *AD,685552281,5,4,3.6,126,0,0,0,De Vere Cotswold Water Park
20161126,DV Tortworth Estate Brand [WW-UK] (S) ^KW *AD,685552293,5,7,2.76,34,0,0,0,De Vere Tortworth Estate
20161126,"P - Warbrook House, Hook Brand [UK] (S) ^KW ^RLSA-B *AD",700007945,5,4,1.33,13,0,0,0,Warbrook House
20161126,Principal Manchester [UK] (C) ^REM *NM,693220983,5,5,2.66,1368,0,0,0,The Principal Manchester
20161127,DV Oxford Thames Brand [WW-UK] (S) ^KW *AD,685510703,5,5,2.51,49,0,0,0,De Vere Oxford Thames
20161127,PHB Principal Brand [WW-UK] (S) ^KW ^RLSA-B *AD,692255215,5,7,14.05,448,0,0,0,Principal
20161128,DV Devonport House - All Visitors [UK] ^REM *NM,692789728,5,6,2.45,1393,0,0,0,De Vere Devonport House
20161128,DV Tortworth Estate Brand [WW-UK] (S) ^KW *AD,685552293,5,5,1.32,50,0,0,0,De Vere Tortworth Estate
20161128,Principal Edinburgh [UK] (C) ^REM *NM,693220971,5,7,1.11,1451,0,0,0,The Principal Edinburgh George…
20161128,Principal York PH Brand + City [UK] (S) ^KW ^RLSA-B *AD,697895241,5,4,1.92,9,0,0,0,The Principal York
20161129,DV Selsdon Estate General [UK] (S) ^KW *AD,685552044,5,8,16.47,345,0,0,0,De Vere Selsdon Estate
20161130,DV Tortworth Estate Brand [WW-UK] (S) ^KW *AD,685552293,5,4,0.67,26,0,0,0,De Vere Tortworth Estate
20161130,"P - Milton Hill, Abingdon General [UK] (S) ^KW ^RLSA-B *AD",708573818,5,6,6.7,159,0,0,0,Milton Hill
20161124,Principal Edinburgh [UK] (C) ^REM *NM,693220971,4,4,0.85,1161,0,0,0,The Principal Edinburgh George…
20161125,DV Latimer Estate Remarketing [UK] (C) ^REM *NM,692789746,4,5,3.56,2251,0,0,0,De Vere Latimer Estate
20161126,DV Beaumont Estate [UK] (C) ^REM *NM,685552041,4,2,0.7,1127,0,0,0,De Vere Beaumont Estate
20161126,DV Latimer Estate Remarketing [UK] (C) ^REM *NM,692789746,4,5,5.56,2264,0,0,0,De Vere Latimer Estate
20161127,DV Beaumont Estate [UK] (C) ^REM *NM,685552041,4,4,1.3,1137,0,0,0,De Vere Beaumont Estate
20161127,"P - Warbrook House, Hook Brand [UK] (S) ^KW ^RLSA-B *AD",700007945,4,4,1.67,12,1,49.5,1,Warbrook House
20161128,DV Beaumont Estate [UK] (C) ^REM *NM,685552041,4,4,1.06,1534,0,0,0,De Vere Beaumont Estate
20161128,SDG Sedgebrook Brand [UK] (S) ^KW ^RLSA-B *AD,159636154,4,0,0,0,0,0,0,Sedgebrook Hall
20161129,DV Devonport House - All Visitors [UK] ^REM *NM,692789728,4,5,1.92,1518,0,0,0,De Vere Devonport House
20161129,"P - Sedgebrook Hall, Northampton General [UK] (S) ^KW ^RLSA-B *AD",708573824,4,6,10.67,233,0,0,0,Sedgebrook Hall
20161129,Principal Edinburgh [UK] (C) ^REM *NM,693220971,4,6,0.98,1353,0,0,0,The Principal Edinburgh George…
20161130,DV Beaumont Estate [UK] (C) ^REM *NM,685552041,4,4,1.63,1900,0,0,0,De Vere Beaumont Estate
20161130,DV Devonport House General [UK] (S) ^KW ^RLSA-B *AD,692789734,4,5,5.48,321,0,0,0,De Vere Devonport House
20161130,"P - Sedgebrook Hall, Northampton General [UK] (S) ^KW ^RLSA-B *AD",708573824,4,4,4.64,255,0,0,0,Sedgebrook Hall
20161130,PHB Principal Hayley Brand [WW-UK] (S) ^KW ^RLSA-B *AD,692715556,4,4,1.48,48,0,0,0,Principal
20161130,Principal Edinburgh [UK] (C) ^REM *NM,693220971,4,4,0.67,1266,0,0,0,The Principal Edinburgh George…
20161130,Principal Manchester [UK] (C) ^REM *NM,693220983,4,7,2.28,2031,0,0,0,The Principal Manchester
20161124,DV Beaumont Estate [UK] (C) ^REM *NM,685552041,3,3,1.11,1636,0,0,0,De Vere Beaumont Estate
20161124,DV Latimer Estate Remarketing [UK] (C) ^REM *NM,692789746,3,4,5.84,2531,0,0,0,De Vere Latimer Estate
20161124,Principal Edinburgh PH Brand + City [UK] (S) ^KW ^RLSA-B *AD,693220977,3,3,0.85,4,0,0,0,The Principal Edinburgh George…
20161125,Principal Edinburgh [UK] (C) ^REM *NM,693220971,3,4,0.89,990,0,0,0,The Principal Edinburgh George…
20161126,DV Devonport House - All Visitors [UK] ^REM *NM,692789728,3,4,1.53,1056,0,0,0,De Vere Devonport House
20161126,DV Oxford Thames Brand [WW-UK] (S) ^KW *AD,685510703,3,4,0.75,65,0,0,0,De Vere Oxford Thames
20161126,P - Grand Central Hotel General [UK] (S) ^RLSA ^KW *AD,704060554,3,2,0.97,22,0,0,0,Grand Central Hotel
20161126,PHB Principal Brand [WW-UK] (S) ^KW ^RLSA-B *AD,692255215,3,2,1.7,369,1,505.08,4,Principal
20161126,PHB Principal Hayley Brand [WW-UK] (S) ^KW ^RLSA-B *AD,692715556,3,2,1.17,9,0,0,0,Principal
20161126,Principal York PH Brand + City [UK] (S) ^KW ^RLSA-B *AD,697895241,3,3,0.94,3,0,0,0,The Principal York
20161127,DV Alexandra House [UK] (C) ^REM *NM,699825560,3,3,1.28,494,0,0,0,De Vere Alexandra House
20161127,DV Selsdon Estate General [UK] (S) ^KW *AD,685552044,3,3,7.36,357,0,0,0,De Vere Selsdon Estate
20161127,Principal Edinburgh PH Brand + City [UK] (S) ^KW ^RLSA-B *AD,693220977,3,2,0.59,3,0,0,0,The Principal Edinburgh George…
20161127,zZz STV DV Staverton Estate Brand [UK] (S) ^KW ^RLSA-B *AD,257115887,3,0,0,0,0,0,0,De Vere Staverton Estate
20161128,"P - Milton Hill, Abingdon General [UK] (S) ^KW ^RLSA-B *AD",708573818,3,3,1.72,64,0,0,0,Milton Hill
20161128,The Grand - Brand,(not set),3,0,0,0,0,0,0,Grand Central Hotel
20161129,DV Tortworth Estate Brand [WW-UK] (S) ^KW *AD,685552293,3,3,0.69,39,0,0,0,De Vere Tortworth Estate
20161129,Principal Edinburgh PH Brand + City [UK] (S) ^KW ^RLSA-B *AD,693220977,3,2,0.58,4,0,0,0,The Principal Edinburgh George…
20161129,Principal Manchester [UK] (C) ^REM *NM,693220983,3,5,1.94,1764,0,0,0,The Principal Manchester
20161129,The Grand - Brand,(not set),3,0,0,0,0,0,0,Grand Central Hotel
20161130,DV Devonport House - All Visitors [UK] ^REM *NM,692789728,3,4,1.85,1518,0,0,0,De Vere Devonport House
20161130,DV Selsdon Estate General [UK] (S) ^KW *AD,685552044,3,3,10,290,0,0,0,De Vere Selsdon Estate
20161130,SDG Sedgebrook Brand [UK] (S) ^KW ^RLSA-B *AD,159636154,3,0,0,0,0,0,0,Sedgebrook Hall
20161124,P - Grand Central Hotel General [UK] (S) ^RLSA ^KW *AD,704060554,2,2,0.93,56,0,0,0,Grand Central Hotel
20161124,PHB Principal Hayley Brand [WW-UK] (S) ^KW ^RLSA-B *AD,692715556,2,4,3.5,106,0,0,0,Principal
20161124,The Grand - Brand,(not set),2,0,0,0,0,0,0,Grand Central Hotel
20161124,zZz ROY Royal York Brand [UK] (S) ^KW ^RLSA-B *AD,159522754,2,0,0,0,0,0,0,The Principal York
20161125,DV Beaumont Estate [UK] (C) ^REM *NM,685552041,2,4,0.8,1368,0,0,0,De Vere Beaumont Estate
20161125,DV Selsdon Estate General [UK] (S) ^KW *AD,685552044,2,3,10.96,288,0,0,0,De Vere Selsdon Estate
20161125,"P - Blythswood Square, Glasgow General [UK] (S) ^KW ^RLSA-B *AD",685551972,2,2,0.3,14,0,0,0,Blythswood Square Hotel
20161125,Principal Edinburgh PH Brand + City [UK] (S) ^KW ^RLSA-B *AD,693220977,2,1,0.71,8,0,0,0,The Principal Edinburgh George…
20161125,zZz STV DV Staverton Estate Brand [UK] (S) ^KW ^RLSA-B *AD,257115887,2,0,0,0,0,0,0,De Vere Staverton Estate
20161127,"P - Blythswood Square, Glasgow General [UK] (S) ^KW ^RLSA-B *AD",685551972,2,1,0.72,13,0,0,0,Blythswood Square Hotel
20161127,P - Grand Central Hotel PH Brand + City [UK] (S) ^KW ^RLSA-B *AD,704060551,2,2,0.56,31,0,0,0,Grand Central Hotel
20161127,Principal Manchester POI [UK] (S) ^KW *AD,693220986,2,2,4.63,213,0,0,0,The Principal Manchester
20161127,Principal York PH Brand + City [UK] (S) ^KW ^RLSA-B *AD,697895241,2,2,0.69,10,0,0,0,The Principal York
20161127,The Grand - Brand,(not set),2,0,0,0,0,0,0,Grand Central Hotel
20161128,DV Cotswold Water Park Brand [WW-UK] (S) ^KW *AD,685552281,2,3,2.48,148,0,0,0,De Vere Cotswold Water Park
20161128,DV Oxford Thames General [UK] (S) ^KW *NM,685510706,2,2,3.57,369,0,0,0,De Vere Oxford Thames
20161128,"P - Hartsfield Manor, Betchworth General [UK] (S) ^KW ^RLSA-B *AD",708573815,2,2,2.55,113,0,0,0,Hartsfield Manor
20161128,Principal Edinburgh PH Brand + City [UK] (S) ^KW ^RLSA-B *AD,693220977,2,2,0.66,6,0,0,0,The Principal Edinburgh George…
20161128,Principal Manchester [UK] (C) ^REM *NM,693220983,2,2,0.77,1555,0,0,0,The Principal Manchester
20161129,"P - Milton Hill, Abingdon General [UK] (S) ^KW ^RLSA-B *AD",708573818,2,2,3.9,136,0,0,0,Milton Hill
20161129,zZz LAT DV Latimer Estate Brand [UK] (S) ^KW ^RLSA-B *AD,257115167,2,0,0,0,0,0,0,De Vere Latimer Estate
20161130,DV Latimer Estate General [UK] (S) ^KW ^RLSA-B *AD,692789743,2,2,5.36,24,0,0,0,De Vere Latimer Estate
20161130,DV Tortworth Estate General [UK] (S) ^KW *AD,685510694,2,2,2.57,163,0,0,0,De Vere Tortworth Estate
20161130,Principal Manchester POI [UK] (S) ^KW *AD,693220986,2,2,1.3,217,0,0,0,The Principal Manchester
20161130,Principal York PH Brand + City [UK] (S) ^KW ^RLSA-B *AD,697895241,2,2,0.96,9,0,0,0,The Principal York
20161130,The Grand - Brand,(not set),2,0,0,0,0,0,0,Grand Central Hotel
20161124,BMT Beaumont Estate Brand [UK] (S) ^KW ^RLSA-B *AD,160014634,1,0,0,0,0,0,0,De Vere Beaumont Estate
20161124,BRA De Vere Brand - Formerly Four Pillars [UK] (S) ^KW *AD,692634614,1,1,0.1,129,0,0,0,De Vere
20161124,DV Alexandra House [UK] (C) ^REM *NM,699825560,1,2,0.68,510,0,0,0,De Vere Alexandra House
20161124,DV Oxford Thames Brand [WW-UK] (S) ^KW *AD,685510703,1,1,0.46,55,0,0,0,De Vere Oxford Thames
20161124,Principal Manchester PH Brand + City [UK] (S) ^KW ^RLSA-B *AD,697895238,1,1,0.27,3,0,0,0,The Principal Manchester
20161124,SJO St. Johns Brand [UK] (S) ^KW ^RLSA-B *AD,159999154,1,0,0,0,0,0,0,The St Johns Hotel
20161124,zZz LAT DV Latimer Estate Brand [UK] (S) ^KW ^RLSA-B *AD,257115167,1,0,0,0,0,0,0,De Vere Latimer Estate
20161124,zZz PHB Brand [UK] (S) ^KW ^RLSA-B *AD,160001554,1,0,0,0,0,0,0,Principal
20161124,zZz WOK DV Wokefield Estate Brand [UK] (S) ^KW ^RLSA-B *AD,257116847,1,0,0,0,0,0,0,De Vere Wokefield Estate
20161125,BRA De Vere Brand - Formerly Four Pillars [UK] (S) ^KW *AD,692634614,1,1,0.14,225,0,0,0,De Vere
20161125,DVD St. Davids POI [UK] (S) ^KW *AD,191363314,1,0,0,0,0,0,0,The St David's Hotel
20161125,Principal York PH Brand + City [UK] (S) ^KW ^RLSA-B *AD,697895241,1,1,0.42,3,0,0,0,The Principal York
20161125,SLD Selsdon Park & Golf Brand [UK] (S) ^KW ^RLSA-B *AD,160014514,1,0,0,0,0,0,0,De Vere Selsdon Estate
20161125,The Grand - Brand,(not set),1,0,0,0,0,0,0,Grand Central Hotel
20161125,WOT Wotton Brand [UK] (S) ^KW ^RLSA-B *AD,160014274,1,0,0,0,0,0,0,De Vere Wotton House
20161125,zZz DVD St. Davids Brand [UK] (S) ^KW ^RLSA-B *AD,160014874,1,0,0,0,0,0,0,The St David's Hotel
20161125,zZz PAL The Palace Brand [UK] (S) ^KW ^RLSA-B *AD,160000354,1,0,0,0,0,0,0,The Principal Manchester
20161125,zZz ROY Royal York Brand [UK] (S) ^KW ^RLSA-B *AD,159522754,1,0,0,0,0,0,0,The Principal York
20161126,BMT Beaumont Estate Brand [UK] (S) ^KW ^RLSA-B *AD,160014634,1,0,0,0,0,0,0,De Vere Beaumont Estate
20161126,De Vere Hotel,(not set),1,0,0,0,0,0,0,De Vere
20161126,DVD St. Davids Spa General [UK] (S) ^KW ^RLSA-B *AD,368007034,1,0,0,0,0,0,0,The St David's Hotel
20161126,MET PH Brand + City [UK] (S) ^KW ^RLSA-B *AD,183674314,1,0,0,0,0,0,0,The Met Hotel
20161126,"P - Blythswood Square, Glasgow General [UK] (S) ^KW ^RLSA-B *AD",685551972,1,1,0.36,8,0,0,0,Blythswood Square Hotel
20161126,Principal Manchester POI [UK] (S) ^KW *AD,693220986,1,1,4.43,129,0,0,0,The Principal Manchester
20161126,The Grand - Brand,(not set),1,0,0,0,0,0,0,Grand Central Hotel
20161126,WOT Wotton Brand [UK] (S) ^KW ^RLSA-B *AD,160014274,1,0,0,0,0,0,0,De Vere Wotton House
20161127,CRG Cranage Hall Brand [UK] (S) ^KW ^RLSA-B *AD,160000234,1,0,0,0,0,0,0,De Vere Cranage Estate
20161127,P - Grand Central Hotel General [UK] (S) ^RLSA ^KW *AD,704060554,1,0,0,25,0,0,0,Grand Central Hotel
20161127,Principal Manchester PH Brand + City [UK] (S) ^KW ^RLSA-B *AD,697895238,1,1,0.69,2,0,0,0,The Principal Manchester
20161127,WOT Wotton Brand [UK] (S) ^KW ^RLSA-B *AD,160014274,1,0,0,0,0,0,0,De Vere Wotton House
20161127,zZz THO DV Theobalds Estate Brand [UK] (S) ^KW ^RLSA-B *AD,257116367,1,0,0,0,0,0,0,De Vere Theobalds Estate
20161128,BMT Beaumont Estate Brand [UK] (S) ^KW ^RLSA-B *AD,160014634,1,0,0,0,0,0,0,De Vere Beaumont Estate
20161128,DV Alexandra House [UK] (C) ^REM *NM,699825560,1,2,0.66,439,0,0,0,De Vere Alexandra House
20161128,DVD St. Davids Spa General [UK] (S) ^KW ^RLSA-B *AD,368007034,1,0,0,0,0,0,0,The St David's Hotel
20161128,"zZz MET Hotel, Leeds Brand [UK] (S) ^KW ^RLSA-B *AD",159522034,1,0,0,0,0,0,0,The Met Hotel
20161128,zZz ROY Royal York Brand [UK] (S) ^KW ^RLSA-B *AD,159522754,1,0,0,0,0,0,0,The Principal York
20161128,zZz STV DV Staverton Estate Brand [UK] (S) ^KW ^RLSA-B *AD,257115887,1,0,0,0,0,0,0,De Vere Staverton Estate
20161128,zZz THO DV Theobalds Estate Brand [UK] (S) ^KW ^RLSA-B *AD,257116367,1,0,0,0,0,0,0,De Vere Theobalds Estate
20161129,DV Alexandra House [UK] (C) ^REM *NM,699825560,1,1,0.44,569,0,0,0,De Vere Alexandra House
20161129,DV Tortworth Estate General [UK] (S) ^KW *AD,685510694,1,1,2.77,213,0,0,0,De Vere Tortworth Estate
20161129,"P - The St. Johns Hotel, Solihull General [UK] (S) ^KW ^RLSA-B *AD",708573830,1,1,1.44,6,0,0,0,The St Johns Hotel
20161129,Principal Manchester POI [UK] (S) ^KW *AD,693220986,1,1,3.6,212,0,0,0,The Principal Manchester
20161129,ROX The Roxburghe Hotel Brand [UK] (S) ^KW *AD,259244434,1,0,0,0,0,0,0,The Roxburghe
20161129,SDG Sedgebrook Brand [UK] (S) ^KW ^RLSA-B *AD,159636154,1,0,0,0,0,0,0,Sedgebrook Hall
20161129,SJO St. Johns Brand [UK] (S) ^KW ^RLSA-B *AD,159999154,1,0,0,0,0,0,0,The St Johns Hotel
20161129,zZz Brand De Vere [UK] (S) ^KW ^RLSA-B *AD,257113607,1,0,0,0,0,0,0,De Vere
20161129,"zZz New Place, Southampton Brand [UK] (S) ^KW ^RLSA-B *AD",257115647,1,0,0,0,0,0,0,New Place
20161129,zZz PHB Brand [UK] (S) ^KW ^RLSA-B *AD,160001554,1,0,0,0,0,0,0,Principal
20161129,zZz STV DV Staverton Estate Brand [UK] (S) ^KW ^RLSA-B *AD,257115887,1,0,0,0,1,148.33,2,De Vere Staverton Estate
20161130,DV Alexandra House [UK] (C) ^REM *NM,699825560,1,1,0.44,676,0,0,0,De Vere Alexandra House
20161130,DV Oxford Thames General [UK] (S) ^KW *NM,685510706,1,1,3.5,648,0,0,0,De Vere Oxford Thames
20161130,PHB Display Principal In-Market [UK] (B) ^AUD ^InMarket,699222684,1,0,0,0,0,0,0,Principal
20161130,Principal Manchester PH Brand + City [UK] (S) ^KW ^RLSA-B *AD,697895238,1,1,0.2,5,0,0,0,The Principal Manchester
20161130,zZz Brand De Vere [UK] (S) ^KW ^RLSA-B *AD,257113607,1,0,0,0,0,0,0,De Vere
20161130,zZz GRG The George Brand [UK] (S) ^KW ^RLSA-B *AD,160000474,1,0,0,0,0,0,0,The Principal Edinburgh George…
20161124,DV Beaumont Estate General [UK] (S) ^KW *AD,685552038,0,0,0,4,0,0,0,De Vere Beaumont Estate
20161124,"P - Blythswood Square, Glasgow General [UK] (S) ^KW ^RLSA-B *AD",685551972,0,0,0,7,0,0,0,Blythswood Square Hotel
20161124,Principal Manchester POI [UK] (S) ^KW *AD,693220986,0,0,0,201,0,0,0,The Principal Manchester
20161124,Principal York PH Brand + City [UK] (S) ^KW ^RLSA-B *AD,697895241,0,0,0,6,0,0,0,The Principal York
20161125,DV Beaumont Estate General [UK] (S) ^KW *AD,685552038,0,0,0,4,0,0,0,De Vere Beaumont Estate
20161125,P - Grand Central Hotel General [UK] (S) ^RLSA ^KW *AD,704060554,0,0,0,85,0,0,0,Grand Central Hotel
20161125,Principal Manchester POI [UK] (S) ^KW *AD,693220986,0,0,0,174,0,0,0,The Principal Manchester
20161126,BRA De Vere Brand - Formerly Four Pillars [UK] (S) ^KW *AD,692634614,0,0,0,58,0,0,0,De Vere
20161126,DV Beaumont Estate General [UK] (S) ^KW *AD,685552038,0,0,0,3,0,0,0,De Vere Beaumont Estate
20161126,DV Selsdon Estate General [UK] (S) ^KW *AD,685552044,0,0,0,255,0,0,0,De Vere Selsdon Estate
20161126,Principal Manchester PH Brand + City [UK] (S) ^KW ^RLSA-B *AD,697895238,0,0,0,1,0,0,0,The Principal Manchester
20161127,DV Beaumont Estate General [UK] (S) ^KW *AD,685552038,0,0,0,3,0,0,0,De Vere Beaumont Estate
